OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,ROLE,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
gamecube,wii,console,wii,BAD,,1.0,0,1,"when the specs for the console were first announced, gaming aficionados rightly assumed that most wii games would look better than gamecube games, but worse than games on the 360.","the wii console, he said, is hardly better than two gamecube consoles duct-taped together.","the wii u is a better piece of hardware than the wii, the gamecube or any other nintendo home console.","graphics has only not been nintendos style since the wii, everyone seems so quick to judge... all their other consoles where superior upon release (aside of gamecube vs xbox, but still gc was superior to ps2 hardware wise).",i bought a wii because of virtual console and because it supposedly had better graphics than gamecube.
gamecube,wii,lighter,wii,GOOD,PREDICATE-FULL,1.0,0,1,"it's bigger than a wii remote but lighter, and feels just like you were holding the dualshock, in the same way the wii remote and nunchuk still somehow manages to make you feel like you're holding an n64 or gamecube controller.",,,,
gamecube,wii,controller,wii,BAD,,1.0,0,1,first of all the wii mote controls while not terrible are inferior to giving the option to use a gamecube controller.,"the wiimote makes aiming weapons much easier than using analog sticks, but for those that still prefer standard controls, the classic controller and gamecube controller can be used.","the wii u pro controller could be better than the gamecube for smash, but they are also significantly more expensive.","keep it classic: while the wii remote and nunchuk control scheme works better than i'd expected, the option for gamecube and wii classic controller is a godsend.","it's bigger than a wii remote but lighter, and feels just like you were holding the dualshock, in the same way the wii remote and nunchuk still somehow manages to make you feel like you're holding an n64 or gamecube controller."
gamecube,wii,older,wii,BAD,,1.0,0,1,"meaning that if you had any desire to have a  wii sports  game on the older wii with your grandparents or a  smash bros  tournament with the vastly superior gamecube controllers, consider your night ruined.",the tech in the wii is over seven years old(even older given its based on gamecube hardware).,i wish i had an older wii instead of the black one so i could play gamecube backups,"the load times for wii u games is longer than games on the gamecube, a console that's two generations older.","i've honestly spent more time playing some great, older gamecube games on it than i've spent playing wii games."
nissan,renault,slicker,renault,GOOD,PREDICATE-FULL,1.0,0,1,,,,,
nissan,renault,debt,renault,BAD,,1.0,0,1,"renault reported better than expected profit, as it managed to eliminate debt for the first time since its alliance with nissan.",renault officials have indicated that the company's renault véhicules industriels commercial truck-making unit would not offer financial assistance to nissan diesel until the japanese truck producer reduces its heavy debt load.,,,
nissan,renault,lighter,renault,GOOD,PREDICATE-DEPENDENT,1.0,0,1,,,,,
nissan,renault,time,renault,BAD,,1.0,0,1,"renault reported better than expected profit, as it managed to eliminate debt for the first time since its alliance with nissan.",,,,
nissan,renault,alliance,renault,BAD,,1.0,0,1,"renault reported better than expected profit, as it managed to eliminate debt for the first time since its alliance with nissan.",,,,
nissan,renault,greater,renault,BAD,,1.0,0,1,,,,,
nissan,renault,shareholder,renault,BAD,,1.0,0,1,"overall, renault is in a better position than peugeot, because it is the biggest shareholder in nissan, which is still doing very well globally (and in the uk as well).",,,,
nissan,renault,cheaper,renault,GOOD,PREDICATE-FULL,1.0,0,1,"the renault captur is about £500 cheaper than its closest rival, the best-selling nissan juke.","the base model nissan note 1.4 visia is priced just below £10,000 and cheaper than the ford fusion and renault modus.","reviving datsun, nissan has positioned the brand for cheaper cars, much like his partner renault is working with the dacia brand.",,
nissan,renault,better to drive,renault,GOOD,PREDICATE-FULL,1.0,0,1,,,,,
nissan,renault,uk,renault,BAD,,1.0,0,1,"overall, renault is in a better position than peugeot, because it is the biggest shareholder in nissan, which is still doing very well globally (and in the uk as well).",,,,
amazon,microsoft,easier,microsoft,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"i can easily believe microsoft is growing faster than amazon as an iaas provider percentage-wise, because it has a smaller base that's easier to grow in percentages than amazon's.",microsoft probably had an easier time choosing paypal for its payment service than some of the alternatives: amazon flexible payment services and google checkout both come from companies in direct competition with microsoft's azure cloud-computing service.,the usual end-game is to dominate a market or distribution channel to the point that doing business with you is either unavoidable ( de facto monopoly like microsoft with desktop windows and office) or just a lot easier than the alternatives (amazon).,"while amazon is making it easier to run windows in its cloud, microsoft has also quietly started to support linux on its azure cloud.","on the surface, amazon coins are easier to figure out than say microsoft points on the xbox 360 which cost $1 for every 80 points."
amazon,microsoft,faster,microsoft,GOOD,PREDICATE-DEPENDENT,1.0,1,0,"ironically, i was poking into cloud benchmarking hoping to learn that microsoft azure was faster than both amazon and google.","i can easily believe microsoft is growing faster than amazon as an iaas provider percentage-wise, because it has a smaller base that's easier to grow in percentages than amazon's.","quarterly financial results released this week revealed a big surprise: microsoft's azure is growing at a faster clip than amazon web services, at least in terms of revenue.","and though microsoft azure had a slightly faster average ping time than amazon s3 (likely because amazon s3 is much more heavily used than microsoft azure), amazon nevertheless had the lowest variability.","and though microsoft azure had a slightly faster average ping time than amazon s3 (likely because amazon s3 is much more heavily used than microsoft azure), amazon nevertheless had the lowest variability."
amazon,microsoft,eb,amazon,BAD,,1.0,0,1,the open source libraries and the scalability of the open platform plus the economics of amazon web services are way better than microsoft.,i bought my subsription on amazon because it was a better deal than the standard $60 microsoft or eb charge.,"altho ebay, amazon, and yahoo have better opportunities than microsoft, since they currently control the point of sale transaction.consider that ppc-based advertising beat the pants off cpm-based advertising by providing better roi and more performance-based value for the advertiser's dollar.","amazon, with the data it has on its buyers and the amount of buyers it has, will appear to a lot of advertisers as a better bet than microsoft and facebook.",amazon could build a social network that incorporates and integrates both the virtual and physical worlds better than anything out there right now that apple/itunes or facebook/twitter or google/microsoft could ever hope to accomplish.
amazon,microsoft,charge,amazon,BAD,,1.0,0,1,i bought my subsription on amazon because it was a better deal than the standard $60 microsoft or eb charge.,i find it bizarre that microsoft charge more for digital distribution than amazon charge to post a dvd.,,,
